,product_id,product_type,product_name,size,colour,price,quantity_available_product,description,customer_id,gender,age,city,state,order_id,order_date,delivery_date,sales_id,price_per_unit,quantity_product_sales,total_price,profit_per_product (dollar),total_profit (dollars),discount_per_product,profit_per_product_official,season,delivery_time (days)
39,1040,Trousers,Relaxed Leg,XS,indigo,95,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",852,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,39,90,2,180,0,0,5.26,0.0,Autumn,10
40,917,Trousers,Drawstring,M,orange,104,76,"A orange coloured, M sized, Drawstring Trousers",852,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,40,96,3,288,0,0,7.69,0.0,Autumn,10
41,1061,Trousers,Joggers,S,yellow,94,76,"A yellow coloured, S sized, Joggers Trousers",852,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,41,93,2,186,0,0,1.06,0.0,Autumn,10
42,35,Shirt,Dress,XS,red,119,63,"A red coloured, XS sized, Dress Shirt",852,Polygender,67,O'connertown,Tasmania,9,2021-05-01,2021-05-11,42,104,2,208,0,0,12.61,0.0,Autumn,10
43,325,Shirt,Mandarin Collar,XS,yellow,108,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",659,Non-binary,57,Sophiemouth,Tasmania,10,2021-10-15,2021-10-16,43,109,3,327,1,3,0.0,0.93,Spring,1
44,860,Trousers,Chinos,XS,blue,100,69,"A blue coloured, XS sized, Chinos Trousers",659,Non-binary,57,Sophiemouth,Tasmania,10,2021-10-15,2021-10-16,44,113,2,226,13,26,0.0,13.0,Spring,1
45,426,Jacket,Denim,S,orange,92,51,"A orange coloured, S sized, Denim Jacket",659,Non-binary,57,Sophiemouth,Tasmania,10,2021-10-15,2021-10-16,45,107,3,321,15,45,0.0,16.3,Spring,1
46,877,Trousers,Cords,M,red,113,68,"A red coloured, M sized, Cords Trousers",785,Genderfluid,54,Port Adamburgh,Northern Territory,11,2021-06-15,2021-06-30,46,94,2,188,0,0,16.81,0.0,Winter,15
47,780,Jacket,Pullover,XS,yellow,114,65,"A yellow coloured, XS sized, Pullover Jacket",785,Genderfluid,54,Port Adamburgh,Northern Territory,11,2021-06-15,2021-06-30,47,91,3,273,0,0,20.18,0.0,Winter,15
48,782,Jacket,Pullover,M,yellow,114,49,"A yellow coloured, M sized, Pullover Jacket",120,Polygender,60,Carterbury,Queensland,12,2021-06-30,2021-07-11,48,91,1,91,0,0,20.18,0.0,Winter,11
49,632,Jacket,Coach,M,red,115,76,"A red coloured, M sized, Coach Jacket",120,Polygender,60,Carterbury,Queensland,12,2021-06-30,2021-07-11,49,93,2,186,0,0,19.13,0.0,Winter,11
50,846,Trousers,Chinos,S,orange,100,58,"A orange coloured, S sized, Chinos Trousers",120,Polygender,60,Carterbury,Queensland,12,2021-06-30,2021-07-11,50,113,3,339,13,39,0.0,13.0,Winter,11
51,180,Shirt,Camp Collared,XS,orange,112,52,"A orange coloured, XS sized, Camp Collared Shirt",120,Polygender,60,Carterbury,Queensland,12,2021-06-30,2021-07-11,51,98,1,98,0,0,12.5,0.0,Winter,11
52,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,52,106,2,212,1,2,0.0,0.95,Spring,16
53,95,Shirt,Flannel,XS,indigo,96,46,"A indigo coloured, XS sized, Flannel Shirt",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,53,118,3,354,22,66,0.0,22.92,Spring,16
54,800,Jacket,Pullover,XS,violet,114,61,"A violet coloured, XS sized, Pullover Jacket",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,54,91,2,182,0,0,20.18,0.0,Spring,16
55,835,Jacket,Shearling,XS,violet,95,75,"A violet coloured, XS sized, Shearling Jacket",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,55,117,1,117,22,22,0.0,23.16,Spring,16
56,1249,Trousers,Tracksuit Bottoms,XL,blue,91,68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,56,112,2,224,21,42,0.0,23.08,Spring,16
57,753,Jacket,Peacoat,L,green,102,73,"A green coloured, L sized, Peacoat Jacket",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,57,109,2,218,7,14,0.0,6.86,Spring,16
58,114,Shirt,Denim,XL,orange,115,67,"A orange coloured, XL sized, Denim Shirt",204,Female,60,East Jakeberg,New South Wales,13,2021-10-15,2021-10-31,58,92,3,276,0,0,20.0,0.0,Spring,16
59,1202,Trousers,Pleated,M,yellow,90,54,"A yellow coloured, M sized, Pleated Trousers",957,Male,75,Samanthaberg,South Australia,14,2021-03-29,2021-04-12,59,105,2,210,15,30,0.0,16.67,Autumn,14
60,227,Shirt,Chambray,M,green,105,56,"A green coloured, M sized, Chambray Shirt",957,Male,75,Samanthaberg,South Australia,14,2021-03-29,2021-04-12,60,106,3,318,1,3,0.0,0.95,Autumn,14
61,108,Shirt,Denim,L,red,115,52,"A red coloured, L sized, Denim Shirt",957,Male,75,Samanthaberg,South Australia,14,2021-03-29,2021-04-12,61,92,2,184,0,0,20.0,0.0,Autumn,14
62,91,Shirt,Flannel,S,blue,96,43,"A blue coloured, S sized, Flannel Shirt",957,Male,75,Samanthaberg,South Australia,14,2021-03-29,2021-04-12,62,118,3,354,22,66,0.0,22.92,Autumn,14
63,909,Trousers,Cords,XL,violet,113,73,"A violet coloured, XL sized, Cords Trousers",957,Male,75,Samanthaberg,South Australia,14,2021-03-29,2021-04-12,63,94,2,188,0,0,16.81,0.0,Autumn,14
64,699,Jacket,Parka,XL,violet,119,80,"A violet coloured, XL sized, Parka Jacket",468,Genderqueer,67,West Isla,Tasmania,15,2021-09-22,2021-10-08,64,113,3,339,0,0,5.04,0.0,Spring,16
65,1195,Trousers,Pleated,XS,orange,90,74,"A orange coloured, XS sized, Pleated Trousers",468,Genderqueer,67,West Isla,Tasmania,15,2021-09-22,2021-10-08,65,105,3,315,15,45,0.0,16.67,Spring,16
66,291,Shirt,Cuban Collar,S,yellow,93,41,"A yellow coloured, S sized, Cuban Collar Shirt",468,Genderqueer,67,West Isla,Tasmania,15,2021-09-22,2021-10-08,66,105,2,210,12,24,0.0,12.9,Spring,16
67,972,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers",468,Genderqueer,67,West Isla,Tasmania,15,2021-09-22,2021-10-08,67,97,3,291,0,0,18.49,0.0,Spring,16
68,1212,Trousers,Pleated,M,blue,90,66,"A blue coloured, M sized, Pleated Trousers",468,Genderqueer,67,West Isla,Tasmania,15,2021-09-22,2021-10-08,68,105,2,210,15,30,0.0,16.67,Spring,16
69,7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,69,96,3,288,0,0,15.79,0.0,Winter,1
70,381,Shirt,Henley,S,violet,92,43,"A violet coloured, S sized, Henley Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,70,94,3,282,2,6,0.0,2.17,Winter,1
71,17,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,71,96,2,192,0,0,15.79,0.0,Winter,1
72,297,Shirt,Cuban Collar,M,green,93,45,"A green coloured, M sized, Cuban Collar Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,72,105,2,210,12,24,0.0,12.9,Winter,1
73,28,Shirt,Oxford Cloth,L,indigo,114,70,"A indigo coloured, L sized, Oxford Cloth Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,73,96,1,96,0,0,15.79,0.0,Winter,1
74,934,Trousers,Drawstring,XL,blue,104,60,"A blue coloured, XL sized, Drawstring Trousers",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,74,96,1,96,0,0,7.69,0.0,Winter,1
75,324,Shirt,Mandarin Collar,XL,orange,108,59,"A orange coloured, XL sized, Mandarin Collar Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,75,109,3,327,1,3,0.0,0.93,Winter,1
76,578,Jacket,Bomber,L,green,90,78,"A green coloured, L sized, Bomber Jacket",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,76,100,2,200,10,20,0.0,11.11,Winter,1
77,273,Shirt,Polo,L,indigo,117,60,"A indigo coloured, L sized, Polo Shirt",564,Bigender,34,North Marcusland,Northern Territory,16,2021-07-07,2021-07-08,77,95,1,95,0,0,18.8,0.0,Winter,1
78,132,Shirt,Denim,M,indigo,115,56,"A indigo coloured, M sized, Denim Shirt",614,Polygender,45,Samuelside,New South Wales,17,2021-02-09,2021-02-11,78,92,2,184,0,0,20.0,0.0,Summer,2
79,791,Jacket,Pullover,S,blue,114,73,"A blue coloured, S sized, Pullover Jacket",614,Polygender,45,Samuelside,New South Wales,17,2021-02-09,2021-02-11,79,91,2,182,0,0,20.18,0.0,Summer,2
80,463,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket",614,Polygender,45,Samuelside,New South Wales,17,2021-02-09,2021-02-11,80,118,1,118,8,8,0.0,7.27,Summer,2
81,1066,Trousers,Joggers,S,green,94,76,"A green coloured, S sized, Joggers Trousers",614,Polygender,45,Samuelside,New South Wales,17,2021-02-09,2021-02-11,81,93,2,186,0,0,1.06,0.0,Summer,2
82,35,Shirt,Dress,XS,red,119,63,"A red coloured, XS sized, Dress Shirt",299,Non-binary,32,Lake Amelia,Victoria,18,2021-01-01,2021-01-03,82,104,1,104,0,0,12.61,0.0,Summer,2
83,970,Trousers,Slim-Fit,XS,indigo,119,74,"A indigo coloured, XS sized, Slim-Fit Trousers",299,Non-binary,32,Lake Amelia,Victoria,18,2021-01-01,2021-01-03,83,97,3,291,0,0,18.49,0.0,Summer,2
84,285,Shirt,Cuban Collar,XS,orange,93,62,"A orange coloured, XS sized, Cuban Collar Shirt",299,Non-binary,32,Lake Amelia,Victoria,18,2021-01-01,2021-01-03,84,105,1,105,12,12,0.0,12.9,Summer,2
85,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",299,Non-binary,32,Lake Amelia,Victoria,18,2021-01-01,2021-01-03,85,115,3,345,16,48,0.0,16.16,Summer,2
86,452,Jacket,Denim,M,violet,92,43,"A violet coloured, M sized, Denim Jacket",299,Non-binary,32,Lake Amelia,Victoria,18,2021-01-01,2021-01-03,86,107,1,107,15,15,0.0,16.3,Summer,2
87,71,Shirt,Flannel,S,red,96,59,"A red coloured, S sized, Flannel Shirt",513,Non-binary,39,Port Ali,Tasmania,19,2021-08-30,2021-09-10,87,118,1,118,22,22,0.0,22.92,Winter,11
88,347,Shirt,Mandarin Collar,M,violet,108,76,"A violet coloured, M sized, Mandarin Collar Shirt",513,Non-binary,39,Port Ali,Tasmania,19,2021-08-30,2021-09-10,88,109,2,218,1,2,0.0,0.93,Winter,11
89,316,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",513,Non-binary,39,Port Ali,Tasmania,19,2021-08-30,2021-09-10,89,109,2,218,1,2,0.0,0.93,Winter,11
90,809,Jacket,Shearling,XL,red,95,42,"A red coloured, XL sized, Shearling Jacket",513,Non-binary,39,Port Ali,Tasmania,19,2021-08-30,2021-09-10,90,117,3,351,22,66,0.0,23.16,Winter,11
91,682,Jacket,Parka,M,green,119,71,"A green coloured, M sized, Parka Jacket",513,Non-binary,39,Port Ali,Tasmania,19,2021-08-30,2021-09-10,91,113,3,339,0,0,5.04,0.0,Winter,11
92,596,Jacket,Cardigan,S,red,118,47,"A red coloured, S sized, Cardigan Jacket",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,92,112,2,224,0,0,5.08,0.0,Summer,7
93,85,Shirt,Flannel,XS,green,96,55,"A green coloured, XS sized, Flannel Shirt",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,93,118,3,354,22,66,0.0,22.92,Summer,7
94,571,Jacket,Bomber,S,yellow,90,64,"A yellow coloured, S sized, Bomber Jacket",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,94,100,1,100,10,10,0.0,11.11,Summer,7
95,1114,Trousers,Cropped,XL,indigo,99,58,"A indigo coloured, XL sized, Cropped Trousers",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,95,115,3,345,16,48,0.0,16.16,Summer,7
96,514,Jacket,Windbreaker,XL,blue,109,59,"A blue coloured, XL sized, Windbreaker Jacket",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,96,102,3,306,0,0,6.42,0.0,Summer,7
97,681,Jacket,Parka,S,green,119,62,"A green coloured, S sized, Parka Jacket",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,97,113,1,113,0,0,5.04,0.0,Summer,7
98,1114,Trousers,Cropped,XL,indigo,99,58,"A indigo coloured, XL sized, Cropped Trousers",789,Genderqueer,36,Aliceland,Western Australia,20,2021-01-13,2021-01-20,98,115,1,115,16,16,0.0,16.16,Summer,7
99,7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",124,Non-binary,54,Donnellyfort,New South Wales,21,2021-04-04,2021-04-17,99,96,1,96,0,0,15.79,0.0,Autumn,13
100,298,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt",124,Non-binary,54,Donnellyfort,New South Wales,21,2021-04-04,2021-04-17,100,105,2,210,12,24,0.0,12.9,Autumn,13
101,906,Trousers,Cords,S,violet,113,65,"A violet coloured, S sized, Cords Trousers",124,Non-binary,54,Donnellyfort,New South Wales,21,2021-04-04,2021-04-17,101,94,2,188,0,0,16.81,0.0,Autumn,13
102,20,Shirt,Oxford Cloth,XS,blue,114,47,"A blue coloured, XS sized, Oxford Cloth Shirt",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,102,96,1,96,0,0,15.79,0.0,Autumn,12
103,1040,Trousers,Relaxed Leg,XS,indigo,95,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,103,90,2,180,0,0,5.26,0.0,Autumn,12
104,134,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,104,92,1,92,0,0,20.0,0.0,Autumn,12
105,172,Shirt,Linen,M,violet,116,44,"A violet coloured, M sized, Linen Shirt",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,105,91,2,182,0,0,21.55,0.0,Autumn,12
106,321,Shirt,Mandarin Collar,S,orange,108,52,"A orange coloured, S sized, Mandarin Collar Shirt",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,106,109,3,327,1,3,0.0,0.93,Autumn,12
107,912,Trousers,Drawstring,M,red,104,70,"A red coloured, M sized, Drawstring Trousers",180,Genderfluid,21,Chasemouth,Western Australia,22,2021-05-28,2021-06-09,107,96,1,96,0,0,7.69,0.0,Autumn,12
108,238,Shirt,Chambray,L,indigo,105,79,"A indigo coloured, L sized, Chambray Shirt",652,Male,63,North Isabelleside,South Australia,23,2021-05-17,2021-05-22,108,106,2,212,1,2,0.0,0.95,Autumn,5
109,809,Jacket,Shearling,XL,red,95,42,"A red coloured, XL sized, Shearling Jacket",652,Male,63,North Isabelleside,South Australia,23,2021-05-17,2021-05-22,109,117,3,351,22,66,0.0,23.16,Autumn,5
110,8,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",469,Female,78,Andrewborough,New South Wales,24,2021-09-04,2021-09-20,110,96,1,96,0,0,15.79,0.0,Spring,16
111,852,Trousers,Chinos,M,yellow,100,58,"A yellow coloured, M sized, Chinos Trousers",469,Female,78,Andrewborough,New South Wales,24,2021-09-04,2021-09-20,111,113,2,226,13,26,0.0,13.0,Spring,16
112,736,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",562,Agender,58,West Rubyland,Queensland,25,2021-07-04,2021-07-08,112,109,3,327,7,21,0.0,6.86,Winter,4
113,593,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",562,Agender,58,West Rubyland,Queensland,25,2021-07-04,2021-07-08,113,100,2,200,10,20,0.0,11.11,Winter,4
114,808,Jacket,Shearling,L,red,95,40,"A red coloured, L sized, Shearling Jacket",732,Genderfluid,80,Port Aaronton,Queensland,26,2021-04-25,2021-05-04,114,117,2,234,22,44,0.0,23.16,Autumn,9
115,154,Shirt,Linen,XL,yellow,116,54,"A yellow coloured, XL sized, Linen Shirt",732,Genderfluid,80,Port Aaronton,Queensland,26,2021-04-25,2021-05-04,115,91,3,273,0,0,21.55,0.0,Autumn,9
116,453,Jacket,Denim,L,violet,92,50,"A violet coloured, L sized, Denim Jacket",732,Genderfluid,80,Port Aaronton,Queensland,26,2021-04-25,2021-05-04,116,107,1,107,15,15,0.0,16.3,Autumn,9
117,302,Shirt,Cuban Collar,M,blue,93,55,"A blue coloured, M sized, Cuban Collar Shirt",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,117,105,2,210,12,24,0.0,12.9,Autumn,12
118,823,Jacket,Shearling,L,green,95,66,"A green coloured, L sized, Shearling Jacket",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,118,117,1,117,22,22,0.0,23.16,Autumn,12
119,360,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,119,94,1,94,2,2,0.0,2.17,Autumn,12
120,430,Jacket,Denim,XS,yellow,92,52,"A yellow coloured, XS sized, Denim Jacket",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,120,107,1,107,15,15,0.0,16.3,Autumn,12
121,1027,Trousers,Relaxed Leg,M,yellow,95,68,"A yellow coloured, M sized, Relaxed Leg Trousers",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,121,90,3,270,0,0,5.26,0.0,Autumn,12
122,603,Jacket,Cardigan,L,orange,118,79,"A orange coloured, L sized, Cardigan Jacket",443,Bigender,49,Crooksshire,Victoria,27,2021-05-16,2021-05-28,122,112,1,112,0,0,5.08,0.0,Autumn,12
